Row_ID,Date_ID,Customer_ID,Product_ID,ship_ID,Category_ID,City_ID,Sales,Quantity,Discount,Profit
1923,630,SC-20230,TEC-PH-10004345,1,3,82,863.64,9,0.2,107.955
1925,256,NP-18325,OFF-PA-10003039,1,2,71,92.94,3,0.0,41.823
1926,631,LW-16990,TEC-AC-10001908,2,3,9,199.98,2,0.0,69.993
1927,632,GM-14680,TEC-PH-10001198,2,3,2,177.48,3,0.2,19.9665
1928,354,RH-19495,OFF-PA-10004071,3,2,61,88.768,2,0.2,31.0688
1929,633,VM-21685,OFF-PA-10001972,1,2,5,6.48,1,0.0,3.1104
1932,581,CC-12670,TEC-PH-10002483,1,3,49,271.992,1,0.2,23.7993
1933,634,SV-20365,FUR-BO-10000468,1,1,241,145.74,3,0.0,23.3184
1935,344,LW-16990,OFF-PA-10003129,2,2,9,244.55,5,0.0,114.9385
1937,442,NP-18685,FUR-FU-10002268,1,1,9,14.73,3,0.0,4.8609
1938,630,JE-15715,OFF-BI-10002082,2,2,267,19.968,2,0.7,-13.312
1942,635,CP-12085,OFF-LA-10004544,3,2,95,47.36,4,0.2,17.76
1945,23,EA-14035,TEC-AC-10001109,2,3,239,95.968,4,0.2,26.3912
1947,264,AC-10615,OFF-AR-10000658,2,2,21,23.1,2,0.0,6.468
1959,18,RW-19690,OFF-BI-10003669,1,2,25,16.2,3,0.0,7.776
1967,202,DB-13210,TEC-PH-10002103,2,3,268,281.97,3,0.0,78.9516
1970,397,BD-11320,TEC-AC-10004659,2,3,252,291.96,4,0.0,102.186
1971,636,ML-17755,OFF-AR-10004752,2,2,23,6.408,3,0.2,0.6408
1973,637,JD-16015,OFF-BI-10001249,2,2,23,5.104,4,0.8,-8.6768
1976,638,AS-10225,OFF-ST-10001522,1,2,123,275.97,3,0.0,11.0388
1979,412,AA-10375,OFF-AR-10000127,2,2,128,5.248,2,0.2,0.5904
1980,167,KT-16465,FUR-CH-10004086,4,1,221,933.536,4,0.2,105.0228
1982,639,MM-18280,OFF-BI-10004187,1,2,39,3.76,2,0.0,1.8048
1983,640,NG-18430,TEC-PH-10003811,2,3,269,479.96,4,0.0,134.3888
1984,641,LW-16825,OFF-AP-10000240,1,2,72,320.88,6,0.0,93.0552
1987,197,CB-12415,TEC-CO-10001449,3,3,39,1439.976,4,0.4,191.9968
1988,529,AS-10090,OFF-BI-10002393,2,2,25,17.22,3,0.0,7.9212
1992,642,CB-12415,OFF-BI-10004970,2,2,11,4.956,4,0.7,-3.7996
1993,643,ML-17755,OFF-LA-10003923,2,2,25,71.04,6,0.2,26.64
1996,574,JS-16030,OFF-AP-10002534,1,2,13,294.62,5,0.8,-766.012
1998,644,ND-18460,OFF-LA-10002787,3,2,270,15.0,4,0.0,7.2
2001,645,LW-17215,TEC-AC-10001767,2,3,46,199.95,5,0.0,21.9945
2003,53,JW-15955,OFF-ST-10000563,1,2,104,95.94,3,0.0,9.594
2005,645,SC-20050,OFF-BI-10004738,2,2,271,11.364,3,0.8,-17.046
2006,520,RW-19630,OFF-AR-10000034,2,2,30,29.68,7,0.0,11.5752
2008,646,CM-12190,FUR-BO-10003034,3,1,23,183.372,2,0.3,-36.6744
2009,647,JF-15190,OFF-AR-10001315,2,2,272,4.224,3,0.2,0.4752
2012,555,SC-20800,TEC-AC-10001606,4,3,13,159.984,2,0.2,35.9964
2014,31,AM-10705,FUR-CH-10001854,2,1,110,350.98,1,0.0,84.2352
2017,531,BK-11260,OFF-BI-10000088,2,2,273,17.568,2,0.2,6.3684
2021,251,RH-19510,OFF-ST-10001490,3,2,206,1606.23,9,0.0,481.869
2025,648,GM-14500,OFF-BI-10002867,1,2,202,239.12,5,0.2,77.714
2026,649,MC-17275,FUR-BO-10004409,3,1,5,141.96,2,0.0,39.7488
2027,162,VM-21685,OFF-BI-10002225,1,2,153,33.024,2,0.2,11.5584
2029,650,GP-14740,OFF-BI-10000343,2,2,274,14.73,3,0.0,6.9231
2033,10,GB-14530,OFF-PA-10002250,2,2,6,9.392,2,0.2,3.2872
2035,145,CT-11995,OFF-BI-10002976,2,2,31,8.26,2,0.0,3.8822
2037,651,CW-11905,OFF-PA-10002893,2,2,275,29.04,3,0.0,13.9392
2039,652,SN-20560,OFF-PA-10001661,2,2,98,11.952,3,0.2,4.3326
2043,653,EB-13705,OFF-BI-10004817,2,2,71,57.504,6,0.2,20.1264
2044,551,JW-15220,OFF-AR-10001860,2,2,81,38.864,7,0.2,7.7728
2045,654,KB-16585,OFF-PA-10001639,2,2,13,15.552,3,0.2,5.4432
2046,19,MC-17590,OFF-AP-10004487,2,2,276,162.64,2,0.0,45.5392
2049,655,CK-12595,FUR-FU-10004848,3,1,11,289.8,7,0.2,36.225
2055,49,RD-19480,FUR-FU-10001196,2,1,103,17.31,3,0.0,5.193
2056,66,TP-21130,TEC-AC-10001114,3,3,67,199.95,5,0.0,63.984
2060,656,GG-14650,OFF-FA-10002975,2,2,2,11.34,3,0.0,5.2164
2069,657,ZC-21910,TEC-AC-10002800,2,3,226,199.96,4,0.0,69.986
2071,658,CC-12610,OFF-BI-10000301,1,2,11,1.941,1,0.7,-1.294
2072,225,KA-16525,FUR-CH-10003956,2,1,277,283.92,5,0.2,-46.137
2073,491,TC-20980,OFF-BI-10002954,2,2,5,7.312,2,0.2,2.5592
2074,659,DB-13270,TEC-AC-10003289,1,3,72,59.97,3,0.0,13.7931
2076,588,TR-21325,FUR-FU-10001861,2,1,9,58.2,3,0.0,28.518
2077,510,BF-11080,OFF-PA-10004082,3,2,249,39.9,5,0.0,19.95
2080,100,MS-17365,OFF-PA-10001295,2,2,43,106.232,7,0.2,37.1812
2083,660,CK-12595,OFF-PA-10002870,2,2,2,37.44,6,0.0,16.848
2084,533,ED-13885,OFF-LA-10003923,2,2,13,23.68,2,0.2,8.88
2085,661,IM-15070,OFF-LA-10003510,2,2,21,122.12,4,0.0,56.1752
2090,662,MY-17380,OFF-LA-10004008,2,2,278,5.76,2,0.0,2.6496
2091,663,MM-17260,OFF-BI-10004094,2,2,41,26.55,3,0.0,13.0095
2093,664,MP-17470,FUR-CH-10004289,2,1,279,479.9,5,0.0,81.583
2094,657,AW-10840,OFF-SU-10004498,1,2,169,12.88,1,0.0,0.3864
2095,665,SF-20065,OFF-AR-10001177,2,2,41,13.12,5,0.2,1.476
2096,666,SN-20710,OFF-BI-10001718,2,2,26,511.84,8,0.0,240.5648
2099,210,RD-19900,OFF-ST-10000649,2,2,33,37.68,3,0.2,2.355
2101,418,KT-16480,OFF-ST-10000078,2,2,61,636.408,3,0.2,-15.9102
2103,667,AH-10120,FUR-CH-10002372,4,1,94,259.136,4,0.2,-25.9136
2104,668,BM-11650,OFF-PA-10000357,1,2,21,221.92,4,0.0,106.5216
2106,587,BW-11200,OFF-PA-10004888,2,2,200,15.552,3,0.2,5.4432
2107,467,HG-14965,OFF-BI-10003460,4,2,280,0.876,1,0.8,-1.4016
2108,89,SG-20080,OFF-PA-10000157,4,2,57,19.98,1,0.0,9.3906
2117,88,RK-19300,FUR-TA-10001307,1,1,31,209.67,1,0.4,-13.978
2118,251,SW-20245,OFF-PA-10002222,2,2,281,159.88,7,0.0,73.5448
2119,669,RW-19630,OFF-PA-10002479,3,2,5,5.28,1,0.0,2.376
2121,363,TS-21085,OFF-BI-10000145,2,2,282,2.808,3,0.7,-1.9656
2122,45,JB-15400,FUR-CH-10003061,3,1,283,215.976,3,0.2,-2.6997
2123,585,EH-14005,FUR-BO-10001972,1,1,191,241.96,2,0.0,41.1332
2125,96,EH-14005,OFF-EN-10003040,2,2,11,104.68,5,0.2,35.3295
2127,670,BS-11665,TEC-AC-10000158,2,3,11,86.376,3,0.2,1.0797
2128,242,JK-16120,FUR-FU-10003623,2,1,11,64.944,3,0.2,6.4944
2130,671,RF-19345,OFF-AP-10000124,1,2,19,33.28,4,0.0,9.3184
2133,312,DL-12865,OFF-PA-10003883,2,2,21,19.65,3,0.0,9.039
2134,672,WB-21850,OFF-BI-10003656,2,2,11,152.991,3,0.7,-122.3928
2137,620,TB-21625,FUR-FU-10002364,2,1,56,14.76,5,0.6,-11.439
2139,673,CB-12415,OFF-PA-10004092,4,2,21,146.82,3,0.0,73.41
2140,571,GT-14635,OFF-BI-10003982,2,2,86,149.544,9,0.2,50.4711
2143,142,DK-13225,OFF-PA-10004675,2,2,11,30.48,6,0.2,9.906
2146,674,TS-21160,FUR-CH-10002965,2,1,284,422.058,3,0.3,-18.0882
2149,432,WB-21850,FUR-FU-10003975,2,1,4,43.31,1,0.0,4.331
2150,185,DO-13435,TEC-PH-10001536,2,3,21,84.95,5,0.0,22.087
2151,123,AF-10870,FUR-CH-10001973,2,1,285,233.058,3,0.3,-53.2704
2152,156,RB-19435,TEC-AC-10001772,1,3,286,111.79,7,0.0,43.5981
2153,6,AR-10540,OFF-PA-10002586,2,2,95,14.94,3,0.0,7.0218
2154,216,DR-12880,OFF-BI-10004094,2,2,21,14.16,2,0.2,5.133
2155,567,BF-11170,FUR-FU-10004973,2,1,62,22.608,3,0.6,-10.1736
2156,197,LB-16735,OFF-FA-10000624,1,2,2,21.48,6,0.0,10.74
2157,169,DV-13465,OFF-ST-10001097,3,2,32,501.81,3,0.0,0.0
2159,208,NK-18490,OFF-AR-10004956,2,2,208,17.856,4,0.2,2.0088
2160,323,CS-11950,OFF-BI-10004236,2,2,23,8.808,3,0.8,-14.9736
2161,675,LH-17155,FUR-FU-10002937,4,1,75,79.384,1,0.2,29.769
2162,676,DW-13480,OFF-AR-10003696,2,2,183,34.58,1,0.0,10.0282
2163,677,KF-16285,OFF-PA-10004359,2,2,287,314.55,3,0.0,150.984
2164,63,HA-14920,TEC-AC-10002402,2,3,129,191.976,3,0.2,23.997
2169,678,JH-15820,OFF-AR-10004078,1,2,240,14.016,3,0.2,1.752
2172,123,LC-16930,FUR-CH-10004675,2,1,288,305.312,2,0.3,-8.7232
2173,601,IL-15100,OFF-BI-10004506,3,2,9,19.752,3,0.2,6.9132
2174,679,LS-16975,OFF-BI-10002353,2,2,13,9.264,3,0.8,-13.896
2175,117,CC-12610,OFF-ST-10000943,1,2,13,61.792,4,0.2,6.1792
2176,680,PB-18805,OFF-PA-10000740,2,2,289,45.68,2,0.0,21.0128
2180,681,CJ-12010,OFF-BI-10000309,2,2,21,85.232,7,0.2,30.8966
2186,378,HK-14890,OFF-BI-10002735,1,2,163,54.896,2,0.2,18.5274
2187,216,RH-19600,TEC-AC-10002345,4,3,115,29.0,2,0.0,7.25
2188,682,IL-15100,OFF-EN-10003134,2,2,39,70.08,6,0.0,35.04
2191,674,AS-10240,OFF-AP-10000692,2,2,2,60.81,3,0.0,17.0268
2192,107,AP-10915,OFF-BI-10001718,2,2,5,153.552,3,0.2,51.8238
2197,49,AG-10390,OFF-AR-10000940,2,2,290,4.704,2,0.2,0.4116
2198,683,BF-11080,OFF-AR-10001954,2,2,123,14.67,3,0.0,3.9609
2199,262,CK-12205,OFF-PA-10003177,2,2,11,15.552,3,0.2,5.4432
2201,106,LT-17110,FUR-FU-10001935,2,1,291,22.2,6,0.0,9.102
2203,684,BT-11305,OFF-BI-10002160,2,2,5,6.096,2,0.2,2.1336
2205,685,SC-20725,FUR-FU-10001473,2,1,153,20.104,1,0.2,1.7591
2206,545,CG-12040,OFF-AR-10000538,1,2,40,67.56,3,0.2,8.445
2207,686,AW-10930,OFF-BI-10001098,2,2,35,29.932,7,0.8,-46.3946
2209,421,RB-19705,OFF-AR-10000390,2,2,21,16.52,4,0.0,7.5992
2210,687,ML-17410,TEC-PH-10001079,1,3,55,832.93,7,0.0,233.2204
2212,581,VB-21745,OFF-AP-10003842,3,2,292,167.292,6,0.1,29.7408
2213,610,SW-20275,FUR-FU-10003535,2,1,21,27.42,1,0.0,11.2422
2214,172,NS-18505,OFF-BI-10002012,3,2,50,1.44,1,0.2,0.504
2218,59,DB-13555,OFF-AR-10003469,2,2,109,2.816,2,0.2,0.9856
2219,688,MH-17620,OFF-BI-10000145,2,2,9,9.984,4,0.2,3.6192
2222,401,DK-13375,TEC-PH-10001578,4,3,293,485.94,2,0.4,-89.089
2225,689,EA-14035,OFF-PA-10003790,2,2,11,54.816,3,0.2,17.8152
2226,690,BT-11440,FUR-BO-10002202,1,1,294,72.294,1,0.7,-98.8018
2227,570,LA-16780,OFF-FA-10003059,2,2,90,2.896,2,0.2,0.4706
2229,393,GM-14680,FUR-TA-10003238,2,1,21,330.588,1,0.4,-115.7058
2230,691,AA-10315,OFF-BI-10004390,2,2,9,673.568,2,0.2,252.588
2232,335,DB-13405,FUR-FU-10000293,2,1,190,526.45,5,0.0,31.587
2233,362,JH-15820,OFF-ST-10003692,2,2,23,228.92,5,0.2,14.3075
2234,639,DJ-13630,TEC-PH-10001051,1,3,33,319.968,4,0.2,35.9964
2235,256,QJ-19255,TEC-AC-10001013,2,3,141,205.03,7,0.0,67.6599
2236,426,CT-11995,OFF-ST-10000025,1,2,246,190.86,2,0.0,11.4516
2238,692,RH-19510,OFF-SU-10000952,2,2,213,44.4,5,0.0,12.432
2239,693,SJ-20125,FUR-FU-10004597,2,1,23,44.4,2,0.6,-52.17
2240,625,TG-21310,OFF-BI-10003527,1,2,2,1016.792,1,0.2,381.297
2242,491,CT-11995,TEC-PH-10004165,2,3,11,494.982,3,0.4,-115.4958
2243,610,BF-11005,OFF-ST-10003442,2,2,46,56.56,2,0.0,15.2712
2248,586,JM-16195,OFF-PA-10004285,1,2,2,13.36,2,0.0,6.4128
2253,173,JK-16120,OFF-PA-10004327,1,2,71,143.7,3,0.0,68.976
2254,694,HG-14965,OFF-AP-10000696,3,2,9,43.26,3,0.0,14.2758
2256,42,LA-16780,TEC-PH-10001944,2,3,295,437.85,3,0.0,131.355
2258,114,TS-21610,FUR-CH-10000015,3,1,9,1212.96,7,0.2,90.972
2260,627,MZ-17335,OFF-FA-10002280,1,2,71,5.0,1,0.0,2.4
2262,217,MW-18220,TEC-AC-10002253,4,3,21,166.24,1,0.0,24.936
2263,695,MV-17485,FUR-BO-10004015,3,1,82,359.97,3,0.0,79.1934
2264,696,AA-10375,TEC-AC-10004145,1,3,119,499.98,2,0.0,114.9954
2267,386,SM-20320,OFF-PA-10003919,4,2,54,7.968,2,0.2,2.6892
2268,697,TP-21415,OFF-PA-10002001,4,2,5,12.96,2,0.0,6.3504
2269,698,DK-13225,OFF-PA-10002787,2,2,31,6.48,1,0.0,3.1104
2271,574,MK-17905,OFF-AR-10004344,2,2,101,47.96,5,0.2,4.1965
2272,481,CS-12130,OFF-ST-10003123,2,2,5,199.74,6,0.0,47.9376
2273,699,JL-15850,FUR-FU-10000308,2,1,9,435.26,7,0.0,95.7572
2275,462,AR-10405,FUR-TA-10001866,1,1,2,143.432,1,0.2,3.5858
2277,700,LM-17065,OFF-ST-10004337,2,2,296,306.2,5,0.0,0.0
2280,505,JK-15625,FUR-CH-10003833,3,1,5,97.568,2,0.2,-6.098
2283,323,FM-14215,OFF-PA-10002713,3,2,210,48.16,7,0.0,22.1536
2284,616,SF-20200,TEC-PH-10001552,2,3,297,23.92,2,0.0,6.6976
2286,465,PJ-18835,OFF-PA-10003971,3,2,88,14.352,3,0.2,5.2026
2287,701,CS-12355,OFF-AP-10004036,2,2,128,35.04,2,0.0,12.264
2288,702,BB-10990,OFF-AP-10002287,1,2,168,17.48,5,0.2,1.311
2289,193,BW-11200,OFF-AR-10002375,3,2,2,16.4,5,0.0,4.756
2290,703,RS-19420,FUR-TA-10001950,3,1,5,892.98,2,0.0,80.3682
2291,704,TS-21160,TEC-PH-10001557,2,3,39,287.97,3,0.0,77.7519
2294,549,QJ-19255,TEC-PH-10000347,2,3,21,4.95,1,0.0,1.3365
2295,331,FM-14215,FUR-FU-10003708,2,1,210,181.95,3,0.0,38.2095
2296,549,VD-21670,OFF-PA-10002659,2,2,21,13.52,4,0.0,6.2192
2301,687,JL-15505,OFF-BI-10000756,2,2,298,12.72,3,0.0,6.36
2303,327,DL-13495,TEC-AC-10001142,2,3,39,316.0,4,0.0,31.6
2304,697,MO-17800,FUR-CH-10000785,1,1,186,723.92,4,0.0,188.2192
2306,443,BP-11185,FUR-BO-10003441,3,1,23,141.372,2,0.3,-14.1372
2307,705,MS-17980,OFF-PA-10004156,3,2,13,27.216,3,0.2,9.8658
2308,60,SV-20935,TEC-AC-10001432,2,3,21,390.75,5,0.0,171.93
2309,532,BC-11125,FUR-CH-10001394,3,1,98,280.792,1,0.2,35.099
2314,228,EM-13825,OFF-LA-10004093,2,2,299,14.62,2,0.0,6.8714
2320,706,BD-11500,OFF-AP-10001563,3,2,103,194.32,4,0.0,56.3528
2321,177,HW-14935,TEC-AC-10000358,2,3,5,265.93,7,0.0,63.8232
2322,620,KC-16255,OFF-BI-10004492,1,2,1,94.74,3,0.0,44.5278
2326,426,BM-11575,OFF-BI-10002082,1,2,21,79.872,3,0.2,29.952
2329,397,KN-16705,OFF-EN-10004147,3,2,300,14.352,3,0.2,5.2026
2330,707,JD-16150,FUR-FU-10001468,2,1,11,547.136,4,0.2,-68.392
2331,446,LA-16780,OFF-ST-10000642,1,2,2,41.96,2,0.0,2.9372
2333,708,RW-19690,OFF-PA-10004071,2,2,241,277.4,5,0.0,133.152
2335,587,KW-16570,OFF-AP-10000696,2,2,301,69.216,6,0.2,11.2476
2336,389,CC-12220,OFF-EN-10004030,4,2,55,10.86,3,0.0,5.1042
2338,709,RH-19495,OFF-PA-10003936,4,2,21,25.92,4,0.0,12.4416
2340,710,JK-15625,OFF-AR-10004930,2,2,39,10.72,2,0.2,1.742
2341,338,DC-13285,OFF-AR-10004999,2,2,132,41.86,7,0.0,10.465
2342,520,GM-14455,FUR-FU-10002501,3,1,48,63.2,5,0.0,23.384
2344,711,CL-11890,OFF-ST-10004804,1,2,23,123.552,3,0.2,-29.3436
2345,712,PV-18985,OFF-AP-10001205,2,2,159,490.32,9,0.0,137.2896
2346,69,LT-17110,OFF-PA-10000659,2,2,53,70.08,5,0.2,24.528
2349,574,AM-10360,OFF-BI-10004187,4,2,2,9.024,6,0.2,3.1584
2354,284,SC-20260,FUR-BO-10002545,3,1,9,1552.831,7,0.15,200.9546
2358,461,CP-12340,FUR-TA-10003473,2,1,21,1579.746,7,0.4,-447.5947
2363,513,RF-19840,OFF-BI-10001553,2,2,39,13.71,5,0.7,-10.054
2364,69,AB-10060,FUR-FU-10004864,2,1,142,127.88,2,0.0,40.9216
2367,156,EH-13990,FUR-CH-10001714,1,1,302,120.712,1,0.2,-18.1068
2368,516,MN-17935,OFF-PA-10002464,3,2,184,23.12,4,0.0,11.3288
2369,713,KL-16555,FUR-FU-10002298,2,1,55,532.704,6,0.2,-26.6352
2371,437,MP-17965,TEC-AC-10004353,1,3,100,252.0,4,0.0,93.24
2372,274,BF-11020,FUR-FU-10004973,1,1,35,60.288,8,0.6,-27.1296
2376,714,TP-21130,OFF-FA-10000053,2,2,215,5.67,3,0.0,0.1134
2377,710,MS-17770,OFF-BI-10001718,1,2,39,76.776,4,0.7,-58.8616
2379,401,KM-16375,OFF-PA-10003883,2,2,303,32.75,5,0.0,15.065
2380,715,BE-11455,OFF-FA-10004248,2,2,161,7.216,2,0.2,1.7138
2383,613,CV-12295,OFF-AP-10002403,3,2,202,176.04,4,0.0,45.7704
2388,295,DK-13375,OFF-FA-10001229,3,2,71,7.86,2,0.0,3.6156
2390,401,SG-20605,OFF-PA-10004255,2,2,21,6.48,1,0.0,3.1104
2394,716,CS-12355,OFF-AR-10000588,2,2,304,39.68,2,0.0,10.3168
2395,717,PJ-18835,TEC-AC-10002217,2,3,21,37.6,2,0.0,2.256
2398,718,NP-18700,OFF-LA-10001613,1,2,9,5.76,2,0.0,2.8224
2400,428,SB-20290,OFF-ST-10001809,2,2,160,628.81,7,0.0,12.5762
2402,719,AS-10090,OFF-ST-10000649,1,2,25,94.2,6,0.0,23.55
2404,720,HM-14860,FUR-BO-10000780,2,1,115,956.6648,7,0.32,-225.0976
2405,566,MG-18145,TEC-AC-10002049,2,3,2,1115.91,9,0.0,200.8638
2408,176,TM-21010,OFF-AR-10003631,2,2,9,24.2,5,0.0,7.986
2410,721,BE-11335,FUR-FU-10000758,3,1,9,211.84,8,0.0,76.2624
2411,601,AS-10630,OFF-FA-10000992,2,2,11,5.68,2,0.2,1.917
2412,722,EM-13810,OFF-BI-10004187,1,2,2,7.52,5,0.2,2.632
2413,607,JA-15970,OFF-PA-10001947,2,2,2,11.96,2,0.0,5.8604
2415,723,TB-21595,FUR-CH-10001714,2,1,159,754.45,5,0.0,60.356
2416,380,PP-18955,FUR-BO-10002824,2,1,305,301.96,2,0.0,60.392
2417,386,ML-18040,TEC-AC-10002842,2,3,306,595.0,5,0.0,95.2
2419,206,LC-16930,TEC-MA-10000112,2,3,307,2396.4,10,0.2,179.73
2420,45,MC-17590,OFF-ST-10002289,2,2,308,63.56,2,0.0,3.178
2422,724,CR-12580,OFF-ST-10003656,2,2,309,230.376,3,0.2,-48.9549
2424,53,SV-20935,TEC-AC-10002473,2,3,55,158.928,7,0.2,41.7186
2428,725,MZ-17515,OFF-BI-10003784,2,2,82,1.344,4,0.8,-2.1504
2431,726,RB-19795,OFF-LA-10000240,2,2,9,58.48,8,0.0,27.4856
2432,116,HM-14860,FUR-FU-10001935,2,1,5,7.4,2,0.0,3.034
2433,727,AZ-10750,FUR-CH-10002439,2,1,21,366.786,7,0.1,65.2064
2434,39,JH-15910,TEC-PH-10001536,2,3,13,54.368,4,0.2,4.0776
2435,717,PJ-18835,OFF-EN-10001532,3,2,25,33.96,2,0.0,16.98
2437,445,CA-12265,FUR-FU-10003708,2,1,169,545.85,9,0.0,114.6285
2438,728,PW-19240,FUR-TA-10000849,1,1,104,145.98,2,0.5,-99.2664
2440,729,SW-20455,FUR-FU-10002597,2,1,68,7.904,2,0.2,2.1736
2441,730,AF-10870,TEC-PH-10004614,2,3,310,345.0,5,0.0,86.25
2447,12,AM-10705,OFF-EN-10000461,2,2,2,17.48,2,0.0,8.2156
2448,731,BD-11320,FUR-CH-10000988,2,1,11,492.835,5,0.3,-14.081
2449,471,CM-12385,OFF-ST-10001809,1,2,311,269.49,3,0.0,5.3898
2450,732,CS-12400,OFF-BI-10003963,2,2,50,29.12,5,0.2,9.828
2451,294,DB-13405,OFF-LA-10000081,1,2,21,18.75,5,0.0,9.0
2460,733,JG-15160,OFF-AP-10002578,2,2,136,97.84,2,0.0,25.4384
2461,655,SC-20380,OFF-PA-10001763,1,2,5,29.97,3,0.0,13.4865
2463,734,CS-12460,OFF-BI-10001524,2,2,21,83.92,5,0.2,29.372
2467,464,MK-18160,OFF-PA-10000726,2,2,312,9.11,1,0.0,4.0995
2471,115,CM-11935,FUR-FU-10002107,2,1,116,14.272,8,0.2,4.2816
2474,54,PF-19225,FUR-CH-10001190,3,1,2,217.584,2,0.2,-29.9178
2478,507,GM-14695,FUR-TA-10000198,1,1,2,1322.352,3,0.2,-99.1764
2479,103,DC-12850,OFF-AR-10002833,2,2,21,5.46,3,0.0,1.4742
2480,249,FO-14305,OFF-SU-10002557,2,2,62,11.184,1,0.2,0.8388
2482,165,AH-10210,OFF-ST-10001097,2,2,5,1003.62,6,0.0,0.0
2483,735,KN-16705,TEC-PH-10000912,2,3,5,35.168,4,0.2,11.4296
2487,98,CB-12535,OFF-ST-10001837,1,2,47,85.52,2,0.0,22.2352
2490,330,TB-21250,TEC-PH-10001835,1,3,21,631.96,4,0.0,303.3408
2492,736,KD-16345,OFF-PA-10001457,1,2,2,90.24,6,0.0,41.5104
2493,84,JM-15865,TEC-PH-10002885,2,3,313,4548.81,7,0.0,1228.1787
2494,545,KT-16480,FUR-TA-10004086,1,1,13,300.93,5,0.3,-34.392
2496,737,SC-20575,FUR-CH-10000225,2,1,314,647.84,8,0.0,32.392
2497,120,BS-11800,OFF-ST-10002370,2,2,71,64.17,3,0.0,18.6093
2499,288,BT-11395,OFF-BI-10004817,2,2,9,9.584,1,0.2,3.3544
2500,738,DC-12850,OFF-EN-10004483,3,2,101,37.608,3,0.2,12.6927
2501,46,LS-17200,OFF-PA-10001892,3,2,243,12.224,2,0.2,4.4312
2504,696,RR-19315,OFF-LA-10000248,2,2,9,7.38,2,0.0,3.4686
2505,739,KL-16645,OFF-ST-10001228,1,2,9,53.72,4,0.0,15.0416
2508,740,RB-19435,OFF-AP-10001293,4,2,13,32.784,4,0.8,-85.2384
2509,580,MY-17380,TEC-PH-10000675,2,3,2,196.776,3,0.2,14.7582
2511,741,AW-10930,OFF-ST-10003470,2,2,269,1117.92,4,0.0,55.896
2512,24,KW-16570,TEC-AC-10003116,3,3,54,106.5,6,0.0,41.535
2513,574,DB-12910,OFF-BI-10002429,2,2,68,45.66,5,0.7,-33.484
2514,583,BB-11545,TEC-AC-10003280,2,3,23,95.968,4,0.2,1.1996
2516,742,NP-18700,OFF-ST-10000585,2,2,257,264.32,2,0.2,19.824
2517,647,PB-19105,OFF-EN-10003001,2,2,13,604.656,9,0.2,204.0714
2518,743,DW-13585,FUR-FU-10003975,2,1,59,129.93,3,0.0,12.993
2519,680,CD-12790,OFF-LA-10004559,2,2,269,20.16,7,0.0,9.8784
2525,744,TT-21220,OFF-AR-10004078,2,2,13,42.048,9,0.2,5.256
2530,745,DB-12910,OFF-PA-10000788,2,2,3,10.368,2,0.2,3.6288
2531,654,DJ-13510,OFF-PA-10000595,2,2,291,114.2,5,0.0,52.532
2535,733,DL-13495,OFF-ST-10004459,1,2,11,1801.632,6,0.2,-337.806
2536,684,LO-17170,TEC-AC-10003499,3,3,315,46.32,4,0.0,18.0648
2537,746,SV-20365,FUR-CH-10000513,1,1,139,181.986,2,0.3,-54.5958
2540,747,EM-13810,FUR-CH-10003312,4,1,9,1348.704,6,0.2,-219.1644
2542,567,KD-16615,FUR-FU-10002759,2,1,49,111.888,7,0.2,22.3776
2543,467,NB-18580,OFF-AP-10002191,1,2,11,143.952,3,0.2,14.3952
2544,162,AP-10720,FUR-BO-10003450,2,1,304,173.94,3,0.0,13.9152
2546,513,JE-15745,OFF-ST-10004804,2,2,50,205.92,4,0.0,2.0592
2548,748,JM-15865,OFF-AR-10002255,2,2,43,2.304,1,0.2,0.2592
2552,123,AB-10105,FUR-FU-10004665,2,1,1,821.88,6,0.0,213.6888
2554,749,PN-18775,OFF-PA-10000029,2,2,30,25.92,4,0.0,12.4416
2555,243,JC-15775,TEC-PH-10000369,2,3,316,705.544,7,0.2,70.5544
2556,120,PF-19165,TEC-AC-10001590,2,3,21,50.0,2,0.0,12.0
2557,750,BW-11110,FUR-FU-10004909,2,1,13,51.712,8,0.6,-32.32
2558,539,BP-11185,OFF-AP-10002287,2,2,198,6.992,2,0.2,0.5244
2559,70,TM-21010,FUR-BO-10004357,2,1,12,1406.86,7,0.0,140.686
2562,707,MB-17305,OFF-LA-10003190,2,2,317,9.216,4,0.2,3.3408
2564,751,HR-14830,TEC-AC-10000387,1,3,21,15.02,1,0.0,2.7036
2566,202,BD-11635,TEC-AC-10003116,3,3,257,71.0,4,0.0,27.69
2567,752,SF-20200,OFF-BI-10001308,1,2,318,25.12,5,0.2,7.85
2569,210,SP-20620,OFF-ST-10003282,2,2,21,478.08,8,0.0,133.8624
2570,753,DR-12880,TEC-PH-10000576,4,3,47,164.388,2,0.4,-35.6174
2572,11,VM-21685,OFF-AR-10003759,2,2,319,2.912,2,0.2,0.91
2573,399,CM-12235,TEC-AC-10004145,1,3,239,1399.944,7,0.2,52.4979
2574,362,SM-20320,FUR-FU-10000293,2,1,241,526.45,5,0.0,31.587
2575,754,RA-19885,OFF-EN-10004955,2,2,39,16.23,3,0.0,7.9527
2579,755,SD-20485,FUR-FU-10004587,2,1,167,62.82,3,0.0,30.7818
